Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Car Brand,Country of Origin
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,617,76600,Mercedes-Benz,Germany
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,17,617,74100,Mercedes-Benz,Germany
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,18,617,74850,Mercedes-Benz,Germany
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,617,77350,Mercedes-Benz,Germany
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,108900,Mercedes-Benz,Germany
Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,24,1385,14410,Chevrolet,America
Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,1385,15120,Chevrolet,America
Chevrolet,Cobalt,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,22335,Chevrolet,America
Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,1385,14410,Chevrolet,America
Chevrolet,Cobalt,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,22,1385,19695,Chevrolet,America
Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,24,1385,15120,Chevrolet,America
Chevrolet,Cobalt,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,32,22,1385,19695,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,1385,16460,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,35,25,1385,15660,Chevrolet,America
Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,23425,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,1385,15660,Chevrolet,America
Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,30,22,1385,23425,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1385,14990,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,14990,Chevrolet,America
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,35,25,1385,16460,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1385,15670,Chevrolet,America
Chevrolet,Cobalt,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,24535,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,14990,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1385,16470,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1385,14990,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,16470,Chevrolet,America
Chevrolet,Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,15670,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Crew Cab Pickup,20,14,1385,28340,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,29480,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,24,18,1385,23030,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,24,18,1385,20980,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,16,1385,30320,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,26160,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,17,1385,27490,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,18,1385,22955,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,18,1385,19730,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,,Compact,Regular Cab Pickup,23,17,1385,24440,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,18,1385,17475,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,25,18,1385,24285,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,1385,26620,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,18,1385,20370,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Extended Cab Pickup,20,14,1385,27010,Chevrolet,America
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,16,1385,28460,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,29220,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,29550,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,25850,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,28630,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,27110,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,24330,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,26885,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,30005,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,34415,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,21775,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,32085,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385,30785,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,32385,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,34115,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,25170,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,20120,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,27630,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,1385,29705,Chevrolet,America
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,31555,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,30665,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,32895,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,35000,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,30365,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,28515,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,33195,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,30030,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,1385,20100,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,32440,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,31670,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,26510,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,30435,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Extended Cab Pickup,25,19,1385,27545,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,24990,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385,35300,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385,27920,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Diesel,Compact,Extended Cab Pickup,26,19,1385,22435,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,1385,25980,Chevrolet,America
Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385,29440,Chevrolet,America
Dodge,Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,1851,2000,Dodge,America
Dodge,Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,25,1851,2000,Dodge,America
Dodge,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,1851,2000,Dodge,America
Dodge,Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,23,1851,2000,Dodge,America
Dodge,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,1851,2000,Dodge,America
Dodge,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,28,1851,2000,Dodge,America
Dodge,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,23,1851,2000,Dodge,America
Dodge,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,1851,2000,Dodge,America
Dodge,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,23,1851,2000,Dodge,America
Dodge,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,1851,2000,Dodge,America
Plymouth,Colt,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,21,535,2000,,
Plymouth,Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,25,535,2000,,
Plymouth,Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,535,2000,,
Plymouth,Colt,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,21,535,2000,,
Plymouth,Colt,1992,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,,Compact,Wagon,24,19,535,2000,,
Plymouth,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,535,2000,,
Plymouth,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,535,2000,,
Plymouth,Colt,1993,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,,Compact,Wagon,24,19,535,2000,,
Plymouth,Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,23,535,2000,,
Plymouth,Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,28,535,2000,,
Plymouth,Colt,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,19,535,2000,,
Plymouth,Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,21,535,2000,,
Plymouth,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,21,535,2000,,
Plymouth,Colt,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,25,19,535,2000,,
Plymouth,Colt,1994,regular unleaded,136.0,4.0,MANUAL,all wheel drive,4.0,,Compact,Wagon,22,18,535,2000,,
Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,535,2000,,
Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,535,2000,,
Plymouth,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,23,535,2000,,
Plymouth,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,23,535,2000,,
Chrysler,Concorde,2002,regular unleaded,234.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Sedan,24,16,1013,25520,Chrysler,America
Chrysler,Concorde,2002,regular unleaded,200.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Sedan,26,18,1013,22790,Chrysler,America
Chrysler,Concorde,2002,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Performance,Large,Sedan,24,16,1013,28415,Chrysler,America
Chrysler,Concorde,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,19,1013,23180,Chrysler,America
Chrysler,Concorde,2003,regular unleaded,234.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,1013,25910,Chrysler,America
Chrysler,Concorde,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,17,1013,28805,Chrysler,America
Chrysler,Concorde,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,19,1013,23480,Chrysler,America
Chrysler,Concorde,2004,regular unleaded,234.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,1013,26210,Chrysler,America
Chrysler,Concorde,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,17,1013,29105,Chrysler,America
Bentley,Continental Flying Spur Speed,2011,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,206600,Bentley,England
Bentley,Continental Flying Spur Speed,2012,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,209600,Bentley,England
Bentley,Continental Flying Spur Speed,2013,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,209600,Bentley,England
Bentley,Continental Flying Spur,2011,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,18,11,520,181200,Bentley,England
Bentley,Continental Flying Spur,2012,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,19,11,520,184200,Bentley,England
Bentley,Continental Flying Spur,2013,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,19,11,520,184200,Bentley,England
Bentley,Continental GT Speed Convertible,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,238700,Bentley,England
Bentley,Continental GT Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,17,10,520,207700,Bentley,England
Bentley,Continental GT Speed,2014,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,13,520,217000,Bentley,England
Bentley,Continental GT3-R,2015,premium unleaded (required),572.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,13,520,337000,Bentley,England
Bentley,Continental GT,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,24,15,520,177500,Bentley,England
Bentley,Continental GT,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,24,15,520,196500,Bentley,England
Bentley,Continental GT,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,198600,Bentley,England
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,250100,Bentley,England
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,21,12,520,227600,Bentley,England
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,203500,Bentley,England
Bentley,Continental GT,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,219400,Bentley,England
Bentley,Continental GT,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,206300,Bentley,England
Bentley,Continental GT,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,25,15,520,187900,Bentley,England
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,20,12,520,223600,Bentley,England
Bentley,Continental GT,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,15,520,199700,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,231800,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,25,15,520,198500,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,218400,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,21,12,520,239400,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,12,520,236100,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),582.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,21,12,520,214600,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,15,520,210700,Bentley,England
Bentley,Continental GT,2016,premium unleaded (required),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,263400,Bentley,England
Bentley,Continental GTC Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,17,10,520,231400,Bentley,England
Bentley,Continental GTC Speed,2011,flex-fuel (premium unleaded required/E85),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,17,10,520,236100,Bentley,England
Bentley,Continental GTC,2012,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,19,11,520,212800,Bentley,England
Bentley,Continental GTC,2013,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,19,11,520,212800,Bentley,England
Bentley,Continental GTC,2013,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,191400,Bentley,England
Bentley,Continental GTC,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,24,14,520,195200,Bentley,England
Bentley,Continental GTC,2014,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,20,12,520,218500,Bentley,England
Bentley,Continental GTC,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,24,14,520,216200,Bentley,England
Bentley,Continental Supersports Convertible,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400,Bentley,England
Bentley,Continental Supersports Convertible,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400,Bentley,England
